initial_queue_waiting_time,algorithm,metric_type,sample_id,value
3,GCF,energy_consumption,28,179734.32389251876
3,GCF,energy_consumption,29,141358.7541448582
3,GCF,energy_consumption,30,139719.9571700789
3,GCF,energy_consumption,31,155839.49480196444
3,GCF,energy_consumption,32,137916.565096754
3,GCF,energy_consumption,33,178902.39817122024
3,GCF,energy_consumption,34,137217.0641205872
3,GCF,energy_consumption,35,139656.24877125822
3,GCF,energy_consumption,36,155255.06803955825
3,GCF,energy_consumption,37,140112.65129057557
3,GCF,energy_consumption,38,181029.31029042462
3,GCF,energy_consumption,39,137540.4741539554
3,GCF,energy_consumption,40,141566.53480147084
3,GCF,energy_consumption,41,154487.82269275098
3,GCF,energy_consumption,42,140978.94850941998
3,GCF,energy_consumption,43,182963.44390125168
3,GCF,energy_consumption,44,138618.42030059718
3,GCF,energy_consumption,45,139649.01412460438
3,GCF,energy_consumption,46,155333.003393043
3,GCF,energy_consumption,47,142782.19837227341
3,GCF,energy_consumption,48,181465.45846316178
3,GCF,energy_consumption,49,136979.11816725603
3,GCF,energy_consumption,50,141254.3482114532
3,GCF,energy_consumption,51,155240.39996831043
3,GCF,energy_consumption,52,137786.10959416063
3,GCF,energy_consumption,53,180181.73367761905
3,GCF,energy_consumption,54,140862.2633484917
3,GCF,energy_consumption,55,141440.19519940068
3,GCF,energy_consumption,56,154265.2068547113
3,GCF,energy_consumption,57,137904.59514860302
3,GCF,energy_consumption,58,181873.92213135175
3,GCF,energy_consumption,59,136989.7803469884
3,GCF,energy_consumption,60,141899.98125588614
3,GCF,energy_consumption,61,154504.9173236897
3,GCF,energy_consumption,62,140375.6716437077
3,GCF,energy_consumption,63,182316.39606435335
3,GCF,energy_consumption,64,137731.1585228438
3,GCF,energy_consumption,65,141304.37979745003
3,GCF,energy_consumption,66,152427.563639585
3,GCF,energy_consumption,67,139286.18938044395
3,GCF,energy_consumption,68,181070.59429641705
3,GCF,energy_consumption,69,138125.1230851743
3,GCF,energy_consumption,70,146368.44209397532
3,GCF,energy_consumption,71,152798.9587755798
3,GCF,energy_consumption,72,139130.0012681987
3,GCF,energy_consumption,73,181231.5577106109
3,GCF,energy_consumption,74,138805.21715167956
3,GCF,energy_consumption,75,139475.99612855772
3,GCF,energy_consumption,76,153008.7636887878
3,GCF,energy_consumption,77,141191.02193076027
3,GCF,energy_consumption,78,181468.6208941903
3,GCF,energy_consumption,79,136516.99385702406
3,GCF,energy_consumption,80,139059.99619228105
3,GCF,energy_consumption,81,154246.254786588
3,GCF,energy_consumption,82,138961.9419307011
3,GCF,energy_consumption,83,183904.27453285977
3,GCF,energy_consumption,84,137005.51521986842
3,GCF,energy_consumption,85,138942.9528503885
3,GCF,energy_consumption,86,154526.10777521986
3,GCF,energy_consumption,87,139497.93956196992
3,GCF,energy_consumption,88,182721.04367109996
3,GCF,energy_consumption,89,136489.56516647578
3,GCF,energy_consumption,90,139503.82883818584
3,GCF,energy_consumption,91,152162.51840929582
3,GCF,energy_consumption,92,140783.03601882898
3,GCF,energy_consumption,93,181062.63266833074
